Community,General.habitat,Description,Source,Consumer,Resource,D,Cmass,Rmass,Log10Cmass,Log10Rmass,log10AvkRC,SDLog10RMass,SELog10RMass,MinLog10RMass,MaxLog10RMass,RanLog10RMass,MedLog10RMass,log10MedkRC
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Nototanais antarcticus,1,3,0.000146501,2.81E-010,-3.83415941,-9.5512936801,-5.7171342692,NA,NA,-9.5512936801,-9.5512936801,0,-9.5512936801,-5.7171342701
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Nototanais dimorphus,1,3,0.000146501,2.81E-010,-3.83415941,-9.5512936801,-5.7171342692,NA,NA,-9.5512936801,-9.5512936801,0,-9.5512936801,-5.7171342701
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Notothenia marmorata,2,3,8.555405,0.000123215,0.93224058,-3.9093363646,-4.8415769378,0.2847687764,0.2013619329,-4.1106982975,-3.7079744318,0.4027238657,-3.9093363646,-4.8415769446
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Nuttallochiton mirandus,1,3,0.00689935,5.65E-010,-2.16119182,-9.2479515522,-7.0867597292,NA,NA,-9.2479515522,-9.2479515522,0,-9.2479515522,-7.0867597322
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Oceanites oceanicus,1,3,0.6001901,0.000195896,-0.22171119,-3.7079744318,-3.4862632593,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-3.4862632418
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Oceanites oceanicus,5,2,0.6001901,0.000133167,-0.22171119,-3.8756033006,-3.6538921281,2.1910111369,0.9798499683,-7.0273344077,-1.4082825491,5.6190518586,-4.1106982975,-3.8889871075
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Odontaster validus,11,2,0.000663655,0.014557584,-3.17805763,-1.8369106948,1.3411469344,2.176731816,0.6563093366,-6.5985994592,0.9444826722,7.5430821314,-1.886531959,1.291525671
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Oediceroides calmani,1,3,0.0000507,1.37E-009,-4.29499204,-8.8632794328,-4.5682873922,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-4.5682873928
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Oediceroides emarginatus,1,3,0.000217374,1.37E-009,-3.6627924,-8.8632794328,-5.2004870299,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-5.2004870328
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ommatophoca rossii,4,3,172.5,0.1789305059,2.2367891,-0.7473156102,-2.9841047096,0.9046614556,0.4523307278,-2,0.096910013,2.096910013,-0.5430862269,-2.7798753269
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiacantha antarctica,2,3,0.000100696,0.000000032,-3.99698778,-7.4951364887,-3.4981487078,2.4788548352,1.7528150635,-9.2479515522,-5.7423214251,3.505630127,-7.4951364887,-3.4981487087
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiacantha pentacis,1,3,0.000146501,0.00000181,-3.83415941,-5.7423214251,-1.9081620143,NA,NA,-5.7423214251,-5.7423214251,0,-5.7423214251,-1.9081620151
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiacantha vivipara,1,3,0.000100696,0.00000181,-3.99698778,-5.7423214251,-1.7453336443,NA,NA,-5.7423214251,-5.7423214251,0,-5.7423214251,-1.7453336451
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophioceres incipiens,3,3,0.000065,1.29405590018952E-010,-4.18708664,-9.8880469628,-5.7009603194,0.6761035693,0.3903485777,-10.5951662834,-9.2479515522,1.3472147312,-9.8210230527,-5.6339364127
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophionotus victoriae,2,3,0.001913726,9.44828026679989E-008,-2.71812024,-7.0246472326,-4.3065269899,3.144227122,2.2233043196,-9.2479515522,-4.801342913,4.4466086391,-7.0246472326,-4.3065269926
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophioperla koehleri,3,3,0.001673076,2.52810264614859E-007,-2.77648433,-6.5972052968,-3.8207209662,2.3433313728,1.3529229989,-9.2479515522,-4.801342913,4.4466086391,-5.7423214251,-2.9658370951
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiosparte gigas,3,3,0.006370307,1.93933637591509E-006,-2.19583964,-5.7123468565,-3.516507219,3.0710488151,1.7730708601,-9.2479515522,-3.7079744318,5.5399771204,-4.1811145854,-1.9852749454
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiosparte gigas,15,2,0.006370307,0.0006195251,-2.19583964,-3.2079411277,-1.0121014902,1.2097989477,0.3123687451,-6.5985994592,-1.214158213,5.3844412463,-3.228934574,-1.033094934
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiurolepis brevirima,4,2,0.000501922,1.74256864332195E-008,-3.29936377,-7.7588101052,-4.459446337,3.0341968447,1.5170984224,-10.5951662834,-4.0204516253,6.5747146581,-8.209811256,-4.910447486
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiurolepis brevirima,2,3,0.000501922,9.44828026679989E-008,-3.29936377,-7.0246472326,-3.7252834645,3.144227122,2.2233043196,-9.2479515522,-4.801342913,4.4466086391,-7.0246472326,-3.7252834626
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiurolepis gelida,2,2,0.000353751,6.19306063267588E-011,-3.45130232,-10.208094668,-6.7567923443,0.547401928,0.3870716153,-10.5951662834,-9.8210230527,0.7741432307,-10.208094668,-6.756792348
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ophiurolepis gelida,2,3,0.000353751,9.44828026679989E-008,-3.45130232,-7.0246472326,-3.5733449088,3.144227122,2.2233043196,-9.2479515522,-4.801342913,4.4466086391,-7.0246472326,-3.5733449126
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Oradarea edentata,1,3,0.00000505,1.37E-009,-5.29670862,-8.8632794328,-3.566570811,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-3.5665708128
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Orcinus orca,12,3,11452.02,38.033132122,4.05888211,1.5801620921,-2.4787200057,1.8161689961,0.5242828294,-1.7061757694,4.1531316468,5.8593074162,2.2900529503,-1.7688291597
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pachyptila desolata,3,3,0.165577,8.65590763796268E-005,-0.78099994,-4.0626873863,-3.2816873959,0.6143808594,0.3547129545,-4.7721132954,-3.7079744318,1.0641388636,-3.7079744318,-2.9269744918
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pachyptila desolata,24,2,0.165577,9.55835720122679E-005,-0.78099994,-4.0196167437,-3.2386167533,1.8998099352,0.3877970791,-7.0273344077,-0.9393860055,6.0879484023,-4.4522270372,-3.6712270972
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pagetopsis maculatus,3,3,0.08088359,5.88648475028024E-005,-1.0921396,-4.2301439767,-3.1380043958,0.5483307121,0.3165788843,-4.801342913,-3.7079744318,1.0933684813,-4.1811145854,-3.0889749854
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pagodroma nivea,1,3,4.009692,0.000195896,0.603111,-3.7079744318,-4.3110854458,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-4.3110854318
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pagodroma nivea,11,2,4.009692,0.0010016212,0.603111,-2.9992965095,-3.6024075235,2.3898462128,0.7205657449,-7.0273344077,0.096910013,7.1242444207,-2.5023638844,-3.1054748844
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Parborlasia corrugatus,2,2,5.840407,0.0087530905,0.76644308,-2.0578385809,-2.8242816937,1.1931442186,0.8436803679,-2.9015189488,-1.214158213,1.6873607358,-2.0578385809,-2.8242816609
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pareledone charcoti,4,2,0.00079507,0.000423565,-3.09959463,-3.3730799663,-0.2734853331,0.9114358972,0.4557179486,-4.6736641391,-2.5590918621,2.114572277,-3.1297819321,-0.0301873021
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pelegobia longicirrata,1,2,3.82E-008,0.000000252,-7.41793664,-6.5985994592,0.8193371779,NA,NA,-6.5985994592,-6.5985994592,0,-6.5985994592,0.8193371808
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pemmatoporella sp.,1,3,0.000000703,1.08E-011,-6.15304468,-10.9665762445,-4.8135315695,NA,NA,-10.9665762445,-10.9665762445,0,-10.9665762445,-4.8135315645
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Perknaster fuscus,3,2,0.008045641,1.0848727719,-2.09443935,0.0353788094,2.1298181592,0.8052651439,0.4649200476,-0.5882872169,0.9444826722,1.532769889,-0.250059027,1.844380323
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Physeter macrocephalus,4,3,51413.46,0.0723940003,4.71107679,-1.1402974247,-5.8513742565,2.7686214728,1.3843107364,-4.801342913,1.3847951911,6.1861381041,-0.5723209885,-5.2833977785
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pleuragramma antarcticum,5,3,0.3006157,6.48952790674885E-005,-0.52198831,-4.1877868956,-3.665798554,1.5091339034,0.674905199,-5.7423214251,-1.7061757694,4.0361456557,-4.5783960731,-4.0564077631
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Podocopida,1,3,0.000000252,0.000000168,-6.59859946,-6.7746907183,-0.1760912591,NA,NA,-6.7746907183,-6.7746907183,0,-6.7746907183,-0.1760912583
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pogonophryne marmorata,5,2,0.1920479,5.12484556670148E-005,-0.71659055,-4.2903192172,-3.5737287798,0.2110947727,0.0944044523,-4.5783960731,-4.0324520238,0.5459440493,-4.2949920407,-3.5784014907
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pogonophryne marmorata,2,3,0.1920479,1.6292329483533E-006,-0.71659055,-5.7880168157,-5.0714263783,1.3953676147,0.9866739026,-6.7746907183,-4.801342913,1.9733478052,-5.7880168157,-5.0714262657
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pogonophryne permitini,1,2,0.07950502,0.0000466,-1.09960543,-4.3316140833,-3.2320086345,NA,NA,-4.3316140833,-4.3316140833,0,-4.3316140833,-3.2320086533
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pontiothauma ergata,1,2,0.01607415,1.027574,-1.79387196,0.0118131071,1.8056850903,NA,NA,0.0118131071,0.0118131071,0,0.0118131071,1.8056850671
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Porania antarctica,1,2,0.000109018,0.000000252,-3.96250179,-6.5985994592,-2.6360976696,NA,NA,-6.5985994592,-6.5985994592,0,-6.5985994592,-2.6360976692
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Primnoella sp.,1,3,0.004840328,1.37E-009,-2.31512521,-8.8632794328,-6.548154225,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-6.5481542228
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Primnoisis antarctica,2,3,0.000316856,1.51710250148103E-008,-3.49913806,-7.8189850756,-4.3198470109,1.4768552432,1.0442943573,-8.8632794328,-6.7746907183,2.0885887146,-7.8189850756,-4.3198470156
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Procellaria aequinoctialis,1,3,0.6001901,0.000195896,-0.22171119,-3.7079744318,-3.4862632593,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-3.4862632418
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Procellaria aequinoctialis,7,2,0.6001901,0.0106327393,-0.22171119,-1.9733548358,-1.7516436634,2.6385606972,0.9972822034,-7.0273344077,0.096910013,7.1242444207,-0.7550799561,-0.5333687661
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Promachocrinus kerguelensis,1,3,0.06107195,1.37E-009,-1.21415823,-8.8632794328,-7.6491212199,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-7.6491212028
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Protomyctophum bolini,10,3,0.005580779,2.31554225095037E-006,-2.25330517,-5.6353472902,-3.3820421149,1.2266784777,0.3879097946,-8.0291883891,-3.3557061995,4.6734821896,-5.7228281174,-3.4695229474
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Psolus antarcticus,1,3,0.004804617,1.37E-009,-2.31834123,-8.8632794328,-6.5449382064,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-6.5449382028
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Psolus charcoti,1,3,0.003664899,1.37E-009,-2.43593799,-8.8632794328,-6.4273414434,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-6.4273414428
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Psolus dubiosus,1,3,0.004804617,1.37E-009,-2.31834123,-8.8632794328,-6.5449382064,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-6.5449382028
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Psychroteuthis glacialis,6,3,0.46656,0.0706094409,-0.3310925,-1.1511372271,-0.8200447294,1.3813747505,0.5639438804,-3.7079744318,0.0301603483,3.7381347801,-0.595870506,-0.264778006
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pteraster affinis aculeatus,1,2,0.000390156,0.00125453,-3.40876171,-2.9015189488,0.5072427611,NA,NA,-2.9015189488,-2.9015189488,0,-2.9015189488,0.5072427612
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pterodroma brevirostris,10,3,0.3256532,0.0011636412,-0.48724462,-2.934180913,-2.4469362631,1.9501872057,0.6167033434,-7.0273344077,0.096910013,7.1242444207,-2.7664965873,-2.2792519673
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Puncturella conica,1,3,0.0000315,5.65E-010,-4.50168945,-9.2479515522,-4.746262106,NA,NA,-9.2479515522,-9.2479515522,0,-9.2479515522,-4.7462621022
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Pygoscelis adeliae,7,3,0.8802396,0.0017549523,-0.0553991,-2.7557346932,-2.7003355958,1.8715975782,0.7073973923,-4.801342913,-0.3310924977,4.4702504153,-3.7079744318,-3.6525753318
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Racovitzia glacialis,1,3,0.42861,0.000146501,-0.36793766,-3.8341594109,-3.4662217103,NA,NA,-3.8341594109,-3.8341594109,0,-3.8341594109,-3.4662217509
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Reteporella hippocrepis,1,3,0.0000452,1.08E-011,-4.34486157,-10.9665762445,-6.6217146793,NA,NA,-10.9665762445,-10.9665762445,0,-10.9665762445,-6.6217146745
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Rhachotropis antarctica,2,3,0.0000173,5.34770979018121E-006,-4.7619539,-5.2718321691,-0.5098782722,0.6653722868,0.470489256,-5.7423214251,-4.801342913,0.9409785121,-5.2718321691,-0.5098782691
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Rhincalanus gigas,5,3,0.00000377,1.68157271393609E-009,-5.42365865,-8.7742843483,-3.3506256986,1.3618846128,0.6090533144,-10.5951662834,-7.3968556274,3.198310656,-8.0291883891,-2.6055297391
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Rhynchonereella bongraini,1,3,3.82E-008,0.000000252,-7.41793664,-6.5985994592,0.8193371779,NA,NA,-6.5985994592,-6.5985994592,0,-6.5985994592,0.8193371808
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Rossella antarctica,2,3,0.2580553,6.20459507139668E-010,-0.58828716,-9.2072865565,-8.6189993396,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-8.6189993965
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Rossella nuda,2,3,4.141362,6.20459507139668E-010,0.61714318,-9.2072865565,-9.8244297507,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-9.8244297365
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Rossella racovitzae,2,3,0.7977739,6.20459507139668E-010,-0.09812015,-9.2072865565,-9.1091663803,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-9.1091664065
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Sagitta gazellae,2,3,0.000220428,1.27109401697907E-006,-3.65673324,-5.8958223255,-2.2390890857,0.2722184554,0.1924875158,-6.0883098412,-5.7033348097,0.3849750315,-5.8958223255,-2.2390890855
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Sagitta marri,6,3,0.000998333,1.0369137731526E-007,-3.00072457,-6.9842573568,-3.9835327838,0.9864784099,0.4027281244,-8.0291883891,-5.7423214251,2.286866964,-7.0082680482,-4.0075434782
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Salpa gerlachei,1,3,0.00000111,1.37E-009,-5.95467702,-8.8632794328,-2.9086024116,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-2.9086024128
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Salpa thompsoni,16,3,0.0000775,4.22024114381939E-008,-4.1106983,-7.3746627328,-3.2639644353,1.645973575,0.4114933938,-10.5951662834,-4.6736641391,5.9215021443,-7.2120950176,-3.1013967176
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Scolymastra joubini,3,3,8.8,4.76479699659301E-010,0.94448267,-9.3219555977,-10.2664382698,0.3972252109,0.2293380824,-9.5512936801,-8.8632794328,0.6880142473,-9.5512936801,-10.4957763501
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Silicularia rosea,2,3,0.000000165,8.20780116718235E-008,-6.78251606,-7.0857731728,-0.303257117,0.4399370262,0.3110824546,-7.3968556274,-6.7746907183,0.6221649091,-7.0857731728,-0.3032571128
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Solmundella bitentaculata,5,3,0.02841258,1.06192538225064E-005,-1.54648934,-4.9739059985,-3.4274166701,1.1828254665,0.5289756297,-7.0273344077,-4.1106982975,2.9166361102,-4.6736641391,-3.1271747991
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Sterechinus antarcticus,1,3,0.007107024,5.65E-010,-2.14831222,-9.2479515522,-7.0996393342,NA,NA,-9.2479515522,-9.2479515522,0,-9.2479515522,-7.0996393322
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Sterechinus neumayeri,1,3,0.002759994,5.65E-010,-2.55909186,-9.2479515522,-6.6888596901,NA,NA,-9.2479515522,-9.2479515522,0,-9.2479515522,-6.6888596922
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Sterna paradisaea,1,3,0.3845003,0.000195896,-0.41510333,-3.7079744318,-3.2928711148,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-3.2928711018
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Sterna paradisaea,4,2,0.3845003,3.51690805376104E-005,-0.41510333,-4.4538389858,-4.0387356687,2.3118943274,1.1559471637,-7.0273344077,-1.4082825491,5.6190518586,-4.6898694931,-4.2747661631
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Sterna vittata,1,3,0.4162851,0.000195896,-0.38060912,-3.7079744318,-3.3273652983,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-3.3273653118
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Sterna vittata,1,2,0.4162851,0.03905867,-0.38060912,-1.4082825491,-1.0276734157,NA,NA,-1.4082825491,-1.4082825491,0,-1.4082825491,-1.0276734291
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Stylocordyla borealis,2,3,0.7977739,6.20459507139668E-010,-0.09812015,-9.2072865565,-9.1091663803,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-9.1091664065
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Synoicum adareanum,2,3,0.003009628,5.50890188694625E-011,-2.52148718,-10.2589349623,-7.737447781,1.0007558986,0.7076412822,-10.9665762445,-9.5512936801,1.4152825644,-10.2589349623,-7.7374477823
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Systenopora contracta,1,3,0.001122456,1.08E-011,-2.94983067,-10.9665762445,-8.0167455703,NA,NA,-10.9665762445,-10.9665762445,0,-10.9665762445,-8.0167455745
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Taeniogyrus contortus,1,3,0.004804617,1.37E-009,-2.31834123,-8.8632794328,-6.5449382064,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-6.5449382028
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Tetilla leptoderma,2,3,0.5622649,6.20459507139668E-010,-0.25005905,-9.2072865565,-8.9572275295,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-8.9572275065
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Thalassoica antarctica,1,3,0.6001901,0.000195896,-0.22171119,-3.7079744318,-3.4862632593,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-3.4862632418
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Thalassoica antarctica,14,2,0.6001901,0.002838368,-0.22171119,-2.5469313034,-2.325220131,2.2922291233,0.6126240023,-7.0273344077,0.096910013,7.1242444207,-1.9179740456,-1.6962628556
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Thysanoessa macrura,6,3,0.0000158,2.07167952575661E-008,-4.80134291,-7.683677426,-2.882334513,2.3627070792,0.9645711259,-10.5951662834,-4.2564902353,6.3386760481,-8.1300675301,-3.3287246201
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trematomus bernacchii,9,3,0.2426311,8.13666616574831E-006,-0.6150536,-5.089553502,-4.4744999692,1.2739334422,0.4246444807,-6.7746907183,-3.228934574,3.5457561443,-4.9281179927,-4.3130643927
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trematomus eulepidotus,11,3,0.4802944,3.50034705606324E-006,-0.31849251,-5.4558888936,-5.1373964166,1.3585484769,0.4096177779,-8.0291883891,-3.7079744318,4.3212139574,-5.7033348097,-5.3848422997
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trematomus hansoni,12,3,0.3006157,0.0001181811,-0.52198831,-3.927451866,-3.4054635243,2.0976814353,0.6055484707,-6.7746907183,-0.318492477,6.4561982413,-3.9445445086,-3.4225561986
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trematomus lepidorhinus,8,3,0.1484919,2.93616583632639E-005,-0.82829738,-4.5322194189,-3.7039221831,1.5338877311,0.5423112081,-6.5985994592,-1.886531959,4.7120675002,-4.1067833046,-3.2784859246
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trematomus loennbergii,8,3,0.2453515,2.83348923205727E-005,-0.61021135,-4.5476784334,-3.9374671509,0.6435610405,0.2275331879,-5.7423214251,-3.7079744318,2.0343469934,-4.4174431542,-3.8072318042
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trematomus nicolai,7,3,0.6625317,1.68536320128184E-005,-0.17879332,-4.7733064928,-4.5945131555,1.0562975819,0.3992429589,-6.0883098412,-3.7079744318,2.3803354095,-4.1811145854,-4.0023212654
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trematomus pennellii,13,3,0.3006157,2.29381332426318E-005,-0.52198831,-4.6394419289,-4.1174535872,1.0958991403,0.3039477341,-6.5985994592,-3.0306292902,3.567970169,-4.3914739664,-3.8694856564
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trematomus scotti,18,3,0.095476,1.1295791573561E-005,-1.02010578,-4.9470833297,-3.9269775455,1.153170126,0.2718048053,-6.7746907183,-2.8699993183,3.9046914,-5.2137384511,-4.1936326711
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Tritonia antarctica,1,3,0.004529949,0.000196045,-2.34390669,-3.7076442296,-1.3637375422,NA,NA,-3.7076442296,-3.7076442296,0,-3.7076442296,-1.3637375396
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Tritoniella belli,1,2,0.008340894,0.000196045,-2.0787874,-3.7076442296,-1.6288568316,NA,NA,-3.7076442296,-3.7076442296,0,-3.7076442296,-1.6288568296
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Trophon longistaffi,1,2,0.00000761,0.00059029,-5.11861534,-3.228934574,1.8896807692,NA,NA,-3.228934574,-3.228934574,0,-3.228934574,1.889680766
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Tubularia ralphii,2,3,0.00000321,5.51434492936378E-007,-5.49349497,-6.2585060717,-0.7650111041,0.7299953279,0.5161846466,-6.7746907183,-5.7423214251,1.0323692931,-6.2585060717,-0.7650111017
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Tursiops truncatus,4,3,1110.295,0.0723940003,3.0454384,-1.1402974247,-4.1857358088,2.7686214728,1.3843107364,-4.801342913,1.3847951911,6.1861381041,-0.5723209885,-3.6177593885
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Uristes gigas,1,3,0.0000406,0.0000158,-4.39147397,-4.801342913,-0.4098689466,NA,NA,-4.801342913,-4.801342913,0,-4.801342913,-0.409868943
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Urticinopsis antarctica,4,2,0.06107195,0.002514598,-1.21415823,-2.5995314402,-1.3853732273,0.4444226851,0.2222113426,-3.1780576293,-2.0944393497,1.0836182795,-2.562814391,-1.348656161
