Community,General.habitat,Description,Source,Consumer,Resource,D,Cmass,Rmass,Log10Cmass,Log10Rmass,log10AvkRC,SDLog10RMass,SELog10RMass,MinLog10RMass,MaxLog10RMass,RanLog10RMass,MedLog10RMass,log10MedkRC
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Diapriidae,1,2,8.33E-008,0.00000291,-7.079355,-5.536107011,1.5432479876,NA,NA,-5.536107011,-5.536107011,0,-5.536107011,1.543247989
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Dictynidae,3,2,0.000000156,1.28946050393011E-006,-6.8068754,-5.8895919557,0.9172834459,1.2031650912,0.6946476893,-6.5900668767,-4.5003129174,2.0897539593,-6.5783960731,0.2284793269
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Elateridae,2,2,0.00000387,6.20886463051016E-005,-5.41228903,-4.2069878088,1.2053012262,3.370182738,2.3830790679,-6.5900668767,-1.8239087409,4.7661581357,-4.2069878088,1.2053012212
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Elmidae,1,2,0.000000119,2.81E-010,-6.92445304,-9.5512936801,-2.6268406415,NA,NA,-9.5512936801,-9.5512936801,0,-9.5512936801,-2.6268406401
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Eulophidae,2,2,0.000000143,9.58936911376343E-006,-6.84466396,-5.0182099642,1.8264539983,0.7324170275,0.5178970468,-5.536107011,-4.5003129174,1.0357940936,-5.0182099642,1.8264539958
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Formicidae,4,2,0.000000174,5.44836869195198E-007,-6.75945075,-6.2637335113,0.4957172404,1.2349082715,0.6174541357,-7.3861581781,-4.5003129174,2.8858452607,-6.5842314749,0.1752192751
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Gerridae,1,2,0.00000577,0.000000264,-5.23882419,-6.5783960731,-1.3395718863,NA,NA,-6.5783960731,-6.5783960731,0,-6.5783960731,-1.3395718831
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Gnaphosidae,1,2,0.000000167,0.0000316,-6.77728353,-4.5003129174,2.2769706115,NA,NA,-4.5003129174,-4.5003129174,0,-4.5003129174,2.2769706126
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Gyrinidae,1,2,0.00000214,0.00000291,-5.66958623,-5.536107011,0.1334792156,NA,NA,-5.536107011,-5.536107011,0,-5.536107011,0.133479219
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Helidae,1,2,0.000637,2.81E-008,-3.19586057,-7.5512936801,-4.3554331124,NA,NA,-7.5512936801,-7.5512936801,0,-7.5512936801,-4.3554331101
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Hydraenidae,1,2,0.000000154,2.81E-008,-6.81247928,-7.5512936801,-0.7388144009,NA,NA,-7.5512936801,-7.5512936801,0,-7.5512936801,-0.7388144001
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Hydrometridae,2,2,0.00000211,1.04165253323745E-007,-5.67571755,-6.9822771256,-1.3065595809,0.571174062,0.4038810525,-7.3861581781,-6.5783960731,0.807762105,-6.9822771256,-1.3065595756
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Hydrophilidae,2,2,0.00000276,2.05304651676478E-005,-5.55909092,-4.6876012105,0.8714897074,4.0498727289,2.8636924696,-7.5512936801,-1.8239087409,5.7273849392,-4.6876012105,0.8714897095
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Isotomidae,3,2,4.36E-008,2.81E-009,-7.36051351,-8.5512936801,-1.1907801694,1,0.5773502692,-9.5512936801,-7.5512936801,2,-8.5512936801,-1.1907801701
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Linyphiidae,5,2,0.000000193,1.62522830000231E-007,-6.71444269,-6.7890856239,-0.0746429329,0.4477881045,0.2002569282,-7.3861581781,-6.280668713,1.1054894651,-6.5900668767,0.1243758133
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Lithobiidae,1,2,0.00000886,7.76000000000001E-008,-5.05256628,-7.1101382787,-2.0575720006,NA,NA,-7.1101382787,-7.1101382787,0,-7.1101382787,-2.0575719987
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Neanuridae,3,2,0.000000021,2.81E-009,-7.6777807,-8.5512936801,-0.8735129748,1,0.5773502692,-9.5512936801,-7.5512936801,2,-8.5512936801,-0.8735129801
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Philodromidae,2,2,0.00000219,5.78757289370942E-006,-5.65955588,-5.2375035261,0.4220523591,1.0425449568,0.7371906087,-5.9746941347,-4.5003129174,1.4743812174,-5.2375035261,0.4220523539
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Platygastridae,1,2,8.49E-008,0.00000291,-7.07109231,-5.536107011,1.5349852987,NA,NA,-5.536107011,-5.536107011,0,-5.536107011,1.534985299
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Pompilidae,1,2,0.00000143,0.000000121,-5.84466396,-6.9172146297,-1.0725506671,NA,NA,-6.9172146297,-6.9172146297,0,-6.9172146297,-1.0725506697
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Pselaphidae,4,2,0.000000118,2.29542491108579E-007,-6.92811799,-6.6391369095,0.2889810832,1.1997052507,0.5998526254,-7.3861581781,-4.8477116556,2.5384465225,-7.1613389021,-0.2332209121
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Ptiliidae,2,2,0.000000144,8.88600022507313E-009,-6.84163751,-8.0512936801,-1.2096561722,0.7071067812,0.5,-8.5512936801,-7.5512936801,1,-8.0512936801,-1.2096561701
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Scarabaeidae,2,2,0.00000929,8.88600022507313E-009,-5.03198429,-8.0512936801,-3.0193093941,0.7071067812,0.5,-8.5512936801,-7.5512936801,1,-8.0512936801,-3.0193093901
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Silphidae,1,2,0.0000399,0.000637,-4.3990271,-3.1958605677,1.2031665366,NA,NA,-3.1958605677,-3.1958605677,0,-3.1958605677,1.2031665323
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Sminthuridae,4,2,3.94E-008,1.35068026601626E-007,-7.40450378,-6.8694474453,0.5350563329,3.4613716496,1.7306858248,-9.5512936801,-1.8239087409,7.7273849392,-8.0512936801,-0.6467899001
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Sphecidae,1,2,0.0000125,0.00000033,-4.90308999,-6.4814860601,-1.5783960731,NA,NA,-6.4814860601,-6.4814860601,0,-6.4814860601,-1.5783960701
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Staphylinidae,7,2,0.000000747,2.81444341633286E-007,-6.1266794,-6.5506074783,-0.4239280801,0.844376568,0.3191443445,-7.3861581781,-4.9546770212,2.4314811569,-6.5900668767,-0.4633874767
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Theriidae,2,2,0.000000143,1.43130709493106E-007,-6.84466396,-6.8442671759,0.0003967866,0.3759985194,0.2658711028,-7.1101382787,-6.5783960731,0.5317422056,-6.8442671759,0.0003967841
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Thomisidae,6,2,0.000000143,8.81272057165033E-007,-6.84466396,-6.05489,0.7897739625,0.6701245165,0.2735771883,-6.5900668767,-4.8477116556,1.7423552211,-6.2280900974,0.6165738626
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Family Tingidae,1,2,0.000000143,0.015,-6.84466396,-1.8239087409,5.0207552216,NA,NA,-1.8239087409,-1.8239087409,0,-1.8239087409,5.0207552191
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Genus Microvelia,3,2,0.000000118,1.78481145761792E-007,-6.92811799,-6.7484076548,0.1797103379,0.5720180878,0.330254797,-7.3861581781,-6.280668713,1.1054894651,-6.5783960731,0.3497219169
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Gerris lacustris,1,2,0.00000266,0.000000264,-5.57511836,-6.5783960731,-1.0032777098,NA,NA,-6.5783960731,-6.5783960731,0,-6.5783960731,-1.0032777131
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Glomeris marginata,2,2,0.00000997,0.0152165699,-5.00130484,-1.8176832342,3.1836216075,8.108549654,5.7336104459,-7.5512936801,3.9159272117,11.4672208918,-1.8176832342,3.1836216058
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Lacinius epphipiatus,8,2,0.00000221,0.000001849,-5.65560773,-5.7330712298,-0.0774635035,1.0181595454,0.3599737594,-7.3861581781,-4.5512936801,2.834864498,-5.504041574,0.151566156
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Leiobunum blackwalli,5,2,0.00000129,3.62056215544637E-006,-5.88941029,-5.4412239924,0.4481862973,0.7216078234,0.3227128292,-6.5783960731,-4.8477116556,1.7306844175,-5.0333890133,0.8560212767
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Leiobunum rotundum,7,2,0.00000371,3.18481381573704E-006,-5.43062609,-5.4969159514,-0.0662898611,0.8300060594,0.3137128028,-6.5783960731,-4.5512936801,2.027102393,-5.0333890133,0.3972370767
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Loricera pilicornis,9,2,0.00000596,3.91121465965014E-007,-5.22475374,-6.407688348,-1.1829346077,0.8526345547,0.2842115182,-7.3861581781,-4.7520267336,2.6341314445,-6.5783960731,-1.3536423331
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Nebria brevicollis,17,2,0.0000193,6.12615056067007E-007,-4.71444269,-6.2128123339,-1.4983696429,1.0712681253,0.2598206844,-8.5512936801,-4.5512936801,4,-6.4134126953,-1.6989700053
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Nemastoma bimaculatum,7,2,0.000000786,1.45827269332357E-006,-6.10457745,-5.8361612564,0.2684161975,1.0536760269,0.3982521042,-7.3861581781,-4.5512936801,2.834864498,-5.9746941347,0.1298833153
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Non Oribatida,1,2,0.000000147,2.81E-009,-6.83268267,-8.5512936801,-1.7186110148,NA,NA,-8.5512936801,-8.5512936801,0,-8.5512936801,-1.7186110101
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Odiellus spinosus,1,2,0.00000191,2.81E-008,-5.71896663,-7.5512936801,-1.8323270473,NA,NA,-7.5512936801,-7.5512936801,0,-7.5512936801,-1.8323270501
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Oligolophus agrestis,5,2,0.00000277,3.96778233909283E-006,-5.55752023,-5.40145216,0.1560680709,1.1861156945,0.5304470644,-7.3861581781,-4.5003129174,2.8858452607,-5.0333890133,0.5241312167
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Oniscus asellus,1,2,0.0000104,2.81E-008,-4.98296666,-7.5512936801,-2.5683270194,NA,NA,-7.5512936801,-7.5512936801,0,-7.5512936801,-2.5683270201
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Ophyiulus pilosus,1,2,0.0000111,2.81E-008,-4.95467702,-7.5512936801,-2.5966166589,NA,NA,-7.5512936801,-7.5512936801,0,-7.5512936801,-2.5966166601
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Acari,4,2,7.76E-008,6.07288222338017E-009,-7.11013828,-8.2166051414,-1.1064668627,1.055808855,0.5279044275,-9.5512936801,-7.2125395255,2.3387541546,-8.0512936801,-0.9411554001
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Aranae,9,2,0.00000033,7.49868879686022E-007,-6.48148606,-6.1250146697,0.3564713904,0.9599871575,0.3199957192,-7.3861581781,-4.5003129174,2.8858452607,-6.280668713,0.200817347
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Coleoptera [larvae],8,2,0.00000095,2.41013951659348E-006,-6.02227639,-5.6179578165,0.4043185782,1.7824342685,0.6301856792,-7.3861581781,-1.8239087409,5.5622494372,-5.9984852647,0.0237911253
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Collembola,4,2,4.11E-008,1.35068026601626E-007,-7.38615818,-6.8694474453,0.5167107328,3.4613716496,1.7306858248,-9.5512936801,-1.8239087409,7.7273849392,-8.0512936801,-0.6651355001
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Diplopoda,2,2,0.00000974,0.0152165699,-5.01144104,-1.8176832342,3.1937578089,8.108549654,5.7336104459,-7.5512936801,3.9159272117,11.4672208918,-1.8176832342,3.1937578058
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Diptera,1,2,0.000000264,2.81E-008,-6.57839607,-7.5512936801,-0.972897607,NA,NA,-7.5512936801,-7.5512936801,0,-7.5512936801,-0.9728976101
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Diptera [larvae],3,2,0.00000291,0.000001058,-5.53610701,-5.9754987004,-0.4393916894,3.6299826988,2.0957714883,-8.5512936801,-1.8239087409,6.7273849392,-7.5512936801,-2.0151866701
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Enchytraeidae,3,2,0.000000386,2.81E-009,-6.41341269,-8.5512936801,-2.1378809848,1,0.5773502692,-9.5512936801,-7.5512936801,2,-8.5512936801,-2.1378809901
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Gastropoda,13,2,0.0000281,5.79442206318205E-005,-4.55129368,-4.2369898742,0.3143038059,2.8813182552,0.7991339008,-8.5512936801,-1.5228787453,7.0284149348,-2,2.55129368
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Hemiptera,6,2,0.00000106,2.07943861897887E-005,-5.97469414,-4.6820538946,1.2926402401,2.5158010294,1.0270714694,-7.3861581781,-1.5228787453,5.8632794328,-5.3904908152,0.5842033248
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Hymenoptera,10,2,0.00000139,1.65553321466872E-006,-5.8569852,-5.7810621017,0.0759230981,1.6021881489,0.5066563791,-7.3861581781,-1.8239087409,5.5622494372,-6.2518812274,-0.3948960274
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Isopoda,5,2,0.00000926,0.0019290263,-5.03338901,-2.7146618502,2.3187271631,6.0753462719,2.7169774502,-8.5512936801,3.8561244442,12.4074181243,-5.0560111249,-0.0226221149
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Lepidoptera [larvae],1,2,0.0000316,0.015,-4.50031292,-1.8239087409,2.6764041764,NA,NA,-1.8239087409,-1.8239087409,0,-1.8239087409,2.6764041791
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Nematoda,4,2,6.13E-008,2.46114158994312E-006,-7.21253953,-5.6088634005,1.6036761249,2.9515480016,1.4757740008,-8.5512936801,-1.8239087409,6.7273849392,-6.0301255905,1.1824139395
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Oligochaeta,3,2,0.0000142,2.81E-009,-4.84771166,-8.5512936801,-3.7035820245,1,0.5773502692,-9.5512936801,-7.5512936801,2,-8.5512936801,-3.7035820201
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Opiliones,13,2,0.00000184,1.48237826433898E-006,-5.73518218,-5.8290409616,-0.0938587846,1.0301972461,0.2857253073,-7.5512936801,-4.5003129174,3.0509807627,-5.735182177,0.000000003
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Pseudoscorpionidae,5,2,0.000000571,1.33929881974486E-007,-6.24336389,-6.8731225139,-0.6297586221,0.5105181223,0.228310645,-7.3861581781,-6.2433638918,1.1427942864,-7.1101382787,-0.8667743887
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Order Psocoptera,1,2,0.000000143,2.81E-009,-6.84466396,-8.5512936801,-1.7066297176,NA,NA,-8.5512936801,-8.5512936801,0,-8.5512936801,-1.7066297201
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Platynus assimile,8,2,0.000015,0.000000502,-4.82390874,-6.2992781581,-1.4753694172,0.9647037747,0.3410742905,-7.3861581781,-5.0333890133,2.3527691648,-6.5299410666,-1.7060323266
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Platynus dorsale,7,2,0.00000529,1.13906437840688E-006,-5.27654433,-5.9434517295,-0.6669074015,0.9631822288,0.3640486635,-7.3861581781,-4.7520267336,2.6341314445,-6.0222763947,-0.7457320647
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Platynus obscurus,6,2,0.00000429,3.37874464439667E-007,-5.36754271,-6.4712446297,-1.1037019219,0.7311782977,0.29850229,-7.3861581781,-5.536107011,1.8500511671,-6.5299410666,-1.1623983566
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Polydesmus angustus,1,2,0.00000939,2.81E-008,-5.02733441,-7.5512936801,-2.5239592724,NA,NA,-7.5512936801,-7.5512936801,0,-7.5512936801,-2.5239592701
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Porcellio scaber,4,2,0.00000879,0.055525964,-5.05601113,-1.2555038928,3.8005072322,5.9176710058,2.9588355029,-7.5512936801,3.8561244442,11.4074181243,-0.6634231676,4.3925879624
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Pterostichus diligens,7,2,0.00000686,3.24923231330741E-007,-5.16367588,-6.4882192364,-1.3245433521,0.6689806026,0.2528509009,-7.3861581781,-5.536107011,1.8500511671,-6.5783960731,-1.4147201931
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Pterostichus melanarius,16,2,0.0000513,1.58993926541673E-006,-4.28988263,-5.7986194651,-1.5087368302,1.1380333095,0.2845083274,-8.5512936801,-4.3526170299,4.1986766502,-5.5963339804,-1.3064513504
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Pterostichus nigrita.,3,2,0.0000179,2.17788266208572E-006,-4.74714697,-5.6619655225,-0.9148185534,1.4939608885,0.8625387212,-7.3861581781,-4.7520267336,2.6341314445,-4.8477116556,-0.1005646856
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Pterostichus strenuus,2,2,0.00000554,0.000001172,-5.25649024,-5.9310825062,-0.6745922709,1.6674366643,1.1790557726,-7.1101382787,-4.7520267336,2.3581115451,-5.9310825062,-0.6745922662
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Rilaena triangularis,2,2,0.000000536,2.6047648646279E-007,-6.27083521,-6.5842314749,-0.3133962646,0.0082525043,0.0058354018,-6.5900668767,-6.5783960731,0.0116708035,-6.5842314749,-0.3133962649
Gearagh Woodland,Terrestrial,Mixed deciduous alluvial forest in the floodplain of the River Lee  South-West Cork  Ireland,{McLaughlin 2010 ,Trechus obtusus,1,2,0.000000829,0.000000264,-6.08144547,-6.5783960731,-0.4969506037,NA,NA,-6.5783960731,-6.5783960731,0,-6.5783960731,-0.4969506031
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Chione californiensis,23,3,0.00351,3.49193857017764E-008,-2.45455123,-7.456933405,-5.0022405214,0.0164854633,0.0034374567,-7.4723700991,-7.440093375,0.0322767242,-7.4723700991,-5.0178188691
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Chione fluctifraga,23,3,0.00625,3.49193857017764E-008,-2.20382393,-7.456933405,-5.2528134223,0.0164854633,0.0034374567,-7.4723700991,-7.440093375,0.0322767242,-7.4723700991,-5.2685461691
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Geukensia demissa,23,3,0.00898,3.49193857017764E-008,-2.04663241,-7.456933405,-5.4102097416,0.0164854633,0.0034374567,-7.4723700991,-7.440093375,0.0322767242,-7.4723700991,-5.4257376891
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Laevicardium substriatum,23,3,0.000145,3.49193857017764E-008,-3.84011412,-7.456933405,-3.6183014072,0.0164854633,0.0034374567,-7.4723700991,-7.440093375,0.0322767242,-7.4723700991,-3.6322559791
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Tagelus affinis,23,3,0.00487,3.49193857017764E-008,-2.31246712,-7.456933405,-5.1444623662,0.0164854633,0.0034374567,-7.4723700991,-7.440093375,0.0322767242,-7.4723700991,-5.1599029791
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Nassarius tegula,1,2,0.000451,0.000164,-3.34604114,-3.785156152,-0.4393326938,NA,NA,-3.785156152,-3.785156152,0,-3.785156152,-0.439115012
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Aedes taeniorhynchus,45,2,0.0000025,0.3298131995,-5.60205999,-0.4817319673,5.120328024,0.5242190639,0.0781459641,-1.6798537139,0.4857214265,2.1655751404,-0.4001169279,5.2019430621
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Argulus,2,3,0.000000264,0.0007321202,-6.57839607,-3.1354176052,3.442978468,0.3712627435,0.2625224035,-3.3979400087,-2.8728952016,0.525044807,-3.1354176052,3.4429784648
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Culex tarsalis,45,2,0.00000217,0.3298131995,-5.66354027,-0.4817319673,5.1818082988,0.5242190639,0.0781459641,-1.6798537139,0.4857214265,2.1655751404,-0.4001169279,5.2634233421
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Upogebia macginitieorum,26,3,0.00307,3.26231565885611E-008,-2.51270222,-7.4864740193,-4.9736123948,0.1263269906,0.0247747612,-8.0819696632,-7.440093375,0.6418762883,-7.4723700991,-4.9596678791
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,{Hechinger 2011  ,Hemigrapsus oregonensis,35,2,0.000447,3.74593034095913E-005,-3.34987906,-4.426440303,-1.0767478261,1.2834257628,0.2169385488,-6.136082623,-2.0467236633,4.0893589597,-5.1084625423,-1.7585834823
